item_id,decision,reason,code
36755565,drop,below-recall-gate,
37084400,drop,below-recall-gate,
37084753,drop,off-topic,
37086546,drop,below-recall-gate,
37092684,drop,off-topic,
37094247,drop,below-recall-gate,
37096694,drop,off-topic,
37098441,drop,below-recall-gate,
37102720,drop,below-recall-gate,
37216150,drop,below-recall-gate,
37216214,drop,below-recall-gate,
37216458,drop,below-recall-gate,
37216531,drop,below-recall-gate,
37216694,drop,below-recall-gate,
37217206,drop,off-topic,
37321957,keep,,warning-cannot-be-satisfied
37495679,drop,below-recall-gate,
37968992,drop,below-recall-gate,
37969192,drop,below-recall-gate,
37971050,drop,below-recall-gate,
37971170,drop,below-recall-gate,
37972821,drop,below-recall-gate,
37974521,drop,below-recall-gate,
37983038,drop,below-recall-gate,
38036203,drop,below-recall-gate,
38036204,drop,technical-only,
38036771,drop,technical-only,
38036833,drop,technical-only,
38036950,drop,below-recall-gate,
38037654,drop,below-recall-gate,
38037780,drop,below-recall-gate,
38039425,keep,,workaround-becomes-standard
38502051,drop,below-recall-gate,
38542112,drop,off-topic,
38548730,drop,off-topic,
38554557,drop,below-recall-gate,
38708450,drop,below-recall-gate,
38796567,drop,below-recall-gate,
38861171,drop,below-recall-gate,
38828564,drop,off-topic,
38989653,drop,below-recall-gate,
39249237,drop,below-recall-gate,
39486035,drop,technical-only,
39737209,keep,,warning-cannot-be-satisfied
39748034,keep,,workaround-becomes-standard
39974850,drop,off-topic,
40005354,drop,off-topic,
40017198,drop,below-recall-gate,
40088420,drop,below-recall-gate,
40088421,keep,,vendor-undermines-trust
40096847,drop,below-recall-gate,
40146382,drop,below-recall-gate,
40335948,drop,below-recall-gate,
40458675,drop,below-recall-gate,
40637657,drop,off-topic,
40701410,drop,below-recall-gate,
40773428,drop,below-recall-gate,
40776993,drop,off-topic,
40775290,drop,below-recall-gate,
40818587,drop,below-recall-gate,
40818607,drop,below-recall-gate,
41219932,drop,off-topic,
41224852,drop,off-topic,
41351356,drop,technical-only,
41352860,drop,below-recall-gate,
41354645,drop,technical-only,
41367750,drop,technical-only,
41368478,drop,below-recall-gate,
41368611,drop,below-recall-gate,
41369317,drop,below-recall-gate,
41369500,drop,below-recall-gate,
41369570,drop,off-topic,
41369674,drop,below-recall-gate,
41369724,drop,below-recall-gate,
41370508,drop,below-recall-gate,
41370782,drop,off-topic,
41370908,drop,below-recall-gate,
41371142,drop,below-recall-gate,
41371163,drop,below-recall-gate,
41371242,drop,below-recall-gate,
41371354,drop,below-recall-gate,
41371521,drop,below-recall-gate,
41371671,drop,below-recall-gate,
41372870,drop,below-recall-gate,
41374166,drop,below-recall-gate,
41374242,drop,below-recall-gate,
41376271,drop,below-recall-gate,
41376660,drop,below-recall-gate,
41377000,drop,below-recall-gate,
41378796,drop,below-recall-gate,
41379938,drop,below-recall-gate,
41443659,drop,below-recall-gate,
41433900,drop,technical-only,
41436340,keep,,habituation-by-design
41480034,keep,,sanctioned-mitm
41481910,keep,,sanctioned-mitm
41481915,drop,technical-only,
41481955,drop,technical-only,
41481968,drop,technical-only,
41481981,drop,below-recall-gate,
41481992,drop,off-topic,
41482009,keep,,informed-acceptance
41482062,drop,below-recall-gate,
41482108,drop,below-recall-gate,
41482145,keep,,sanctioned-mitm
41482152,drop,below-recall-gate,
41482155,drop,below-recall-gate,
41482169,drop,technical-only,
41482312,keep,,sanctioned-mitm
41482335,drop,below-recall-gate,
41482366,drop,technical-only,
41482393,drop,below-recall-gate,
41482476,drop,off-topic,
41482502,drop,below-recall-gate,
41482609,keep,,sanctioned-mitm
41482778,drop,technical-only,
41482843,drop,technical-only,
41482898,drop,below-recall-gate,
41484469,drop,technical-only,
41484762,drop,below-recall-gate,
41493233,drop,below-recall-gate,
41493346,drop,below-recall-gate,
41619394,drop,off-topic,
41631175,drop,below-recall-gate,
41712089,drop,technical-only,
41717514,drop,below-recall-gate,
41730291,drop,below-recall-gate,
41763859,drop,off-topic,
41945805,drop,below-recall-gate,
41945827,drop,below-recall-gate,
42158038,drop,below-recall-gate,
42158052,drop,below-recall-gate,
42158128,drop,below-recall-gate,
42158206,drop,below-recall-gate,
42158403,drop,below-recall-gate,
42158538,drop,below-recall-gate,
42191770,drop,below-recall-gate,
42480075,drop,below-recall-gate,
42509161,drop,off-topic,
42586941,drop,off-topic,
42625595,drop,below-recall-gate,
42701258,drop,no-account,
42701460,drop,below-recall-gate,
42729190,drop,off-topic,
42779844,drop,below-recall-gate,
42887216,drop,below-recall-gate,
42960396,drop,off-topic,
42960754,drop,below-recall-gate,
42961619,drop,below-recall-gate,
43078705,drop,below-recall-gate,
43083687,drop,below-recall-gate,
43084370,drop,technical-only,
43084397,drop,below-recall-gate,
43084504,drop,below-recall-gate,
43084580,drop,technical-only,
43084783,keep,,warning-cannot-be-satisfied
43084818,drop,below-recall-gate,
43085175,keep,,removing-the-warning-is-the-goal
43086072,keep,,informed-acceptance
43086463,drop,below-recall-gate,
43087666,drop,below-recall-gate,
43088220,drop,below-recall-gate,
43088449,drop,below-recall-gate,
43088786,keep,,removing-the-warning-is-the-goal
43089241,drop,technical-only,
43093406,drop,below-recall-gate,
43102581,drop,below-recall-gate,
43273506,drop,below-recall-gate,
43273575,drop,below-recall-gate,
43273810,drop,below-recall-gate,
43273904,drop,below-recall-gate,
43282179,drop,below-recall-gate,
43295230,drop,below-recall-gate,
43295429,drop,below-recall-gate,
43296225,drop,below-recall-gate,
43469804,drop,below-recall-gate,
43480665,drop,technical-only,
43484555,drop,below-recall-gate,
43576487,drop,off-topic,
43604157,drop,off-topic,
43607710,drop,below-recall-gate,
43682793,drop,below-recall-gate,
43623943,drop,below-recall-gate,
43624321,drop,off-topic,
43674094,drop,below-recall-gate,
43678490,drop,below-recall-gate,
43679809,drop,off-topic,
43680508,drop,below-recall-gate,
43688942,drop,below-recall-gate,
43690462,drop,below-recall-gate,
43710761,drop,below-recall-gate,
43713234,drop,below-recall-gate,
43713435,drop,below-recall-gate,
43716914,drop,below-recall-gate,
43719048,drop,below-recall-gate,
43734542,drop,below-recall-gate,
43756142,drop,off-topic,
43821049,drop,off-topic,
43886864,drop,below-recall-gate,
43928118,drop,technical-only,
43928372,drop,off-topic,
43928485,drop,below-recall-gate,
43928491,drop,below-recall-gate,
43928572,drop,below-recall-gate,
43928612,drop,below-recall-gate,
43928686,drop,below-recall-gate,
43928788,drop,below-recall-gate,
43928897,drop,below-recall-gate,
43929025,drop,below-recall-gate,
43929154,drop,below-recall-gate,
43929366,drop,off-topic,
43929443,drop,below-recall-gate,
43929445,drop,below-recall-gate,
43929649,drop,technical-only,
43929883,drop,below-recall-gate,
43929991,drop,below-recall-gate,
43930126,drop,below-recall-gate,
43930265,drop,below-recall-gate,
43930407,drop,below-recall-gate,
43930474,drop,below-recall-gate,
43930904,drop,off-topic,
43931152,drop,below-recall-gate,
43931197,drop,off-topic,
43931309,drop,below-recall-gate,
43932173,drop,below-recall-gate,
43932260,drop,below-recall-gate,
43932323,drop,below-recall-gate,
43932392,drop,technical-only,
43932722,drop,below-recall-gate,
43932921,drop,below-recall-gate,
43933105,drop,off-topic,
43933140,drop,below-recall-gate,
43933269,drop,below-recall-gate,
43933340,drop,below-recall-gate,
43933386,drop,below-recall-gate,
43933457,drop,below-recall-gate,
43933509,drop,below-recall-gate,
43933601,drop,below-recall-gate,
43933698,drop,below-recall-gate,
43934168,drop,below-recall-gate,
43935573,drop,below-recall-gate,
43936478,drop,below-recall-gate,
43928374,drop,below-recall-gate,
43928466,drop,below-recall-gate,
43953014,drop,technical-only,
43959656,drop,below-recall-gate,
43977973,drop,off-topic,
43978433,drop,below-recall-gate,
43979651,drop,below-recall-gate,
44031404,keep,,warning-cannot-be-satisfied
44031473,drop,below-recall-gate,
44133072,drop,off-topic,
44134533,drop,below-recall-gate,
44135480,keep,,warning-cannot-be-satisfied
44143995,keep,,workaround-becomes-standard
44160873,drop,below-recall-gate,
44162584,drop,off-topic,
44161152,drop,below-recall-gate,
44161187,drop,below-recall-gate,
44161523,drop,below-recall-gate,
44168306,drop,off-topic,
44168627,drop,off-topic,
44183000,drop,off-topic,
44184563,drop,below-recall-gate,
44185237,drop,below-recall-gate,
44185282,drop,below-recall-gate,
44245320,drop,off-topic,
44246247,drop,technical-only,
44268434,drop,below-recall-gate,
44280247,drop,below-recall-gate,
44290513,drop,off-topic,
44298562,keep,,warning-cannot-be-satisfied
44311613,drop,off-topic,
44312085,drop,below-recall-gate,
44314063,drop,technical-only,
44325276,drop,below-recall-gate,
44328373,drop,below-recall-gate,
44328516,drop,below-recall-gate,
44328837,drop,below-recall-gate,
44328852,drop,below-recall-gate,
44328872,drop,below-recall-gate,
44328873,drop,below-recall-gate,
44328890,drop,below-recall-gate,
44328896,drop,below-recall-gate,
44328901,drop,below-recall-gate,
44328915,drop,below-recall-gate,
44328968,drop,below-recall-gate,
44328974,drop,below-recall-gate,
44328989,drop,below-recall-gate,
44328998,drop,below-recall-gate,
44329007,drop,below-recall-gate,
44329014,drop,below-recall-gate,
44329025,drop,below-recall-gate,
44329071,drop,below-recall-gate,
44329172,drop,off-topic,
44329235,drop,below-recall-gate,
44329301,drop,below-recall-gate,
44329588,drop,off-topic,
44329814,drop,technical-only,
44329848,drop,below-recall-gate,
44329963,drop,off-topic,
44330154,drop,below-recall-gate,
44330210,drop,below-recall-gate,
44330402,drop,below-recall-gate,
44337989,drop,below-recall-gate,
44346935,drop,below-recall-gate,
44350611,drop,below-recall-gate,
44424041,drop,off-topic,
44424888,drop,technical-only,
44424919,drop,below-recall-gate,
44424984,drop,off-topic,
44424987,drop,below-recall-gate,
44424994,drop,below-recall-gate,
44425084,drop,below-recall-gate,
44425085,drop,off-topic,
44425110,drop,below-recall-gate,
44425137,drop,below-recall-gate,
44425401,drop,below-recall-gate,
44427532,drop,below-recall-gate,
44432991,drop,below-recall-gate,
44475916,drop,technical-only,
44519567,drop,off-topic,
44542185,drop,below-recall-gate,
44570436,drop,off-topic,
44571195,drop,below-recall-gate,
44571294,drop,below-recall-gate,
44571382,drop,below-recall-gate,
44571977,drop,below-recall-gate,
44581268,drop,off-topic,
44619624,drop,off-topic,
44619655,drop,off-topic,
44619778,drop,below-recall-gate,
44626811,drop,off-topic,
44703127,drop,below-recall-gate,
44747542,drop,below-recall-gate,
44747543,drop,off-topic,
44769960,drop,off-topic,
44770115,drop,below-recall-gate,
44770243,drop,below-recall-gate,
44801653,drop,off-topic,
44811382,drop,off-topic,
44827527,drop,below-recall-gate,
44836358,drop,below-recall-gate,
44863646,drop,below-recall-gate,
44874774,drop,below-recall-gate,
44879984,drop,below-recall-gate,
44885776,drop,below-recall-gate,
44930204,drop,below-recall-gate,
44932137,drop,below-recall-gate,
44932355,drop,below-recall-gate,
44932434,keep,,control-teaches-opposite
44941132,drop,below-recall-gate,
44941422,keep,,control-teaches-opposite
44942576,drop,below-recall-gate,
44950133,drop,below-recall-gate,
44972239,drop,technical-only,
44972564,drop,below-recall-gate,
44973758,drop,technical-only,
44974307,drop,below-recall-gate,
44974334,drop,below-recall-gate,
44974410,drop,below-recall-gate,
44974453,drop,off-topic,
44974532,drop,below-recall-gate,
44974643,drop,below-recall-gate,
44975282,drop,below-recall-gate,
44975618,drop,off-topic,
44975649,drop,below-recall-gate,
44975775,drop,below-recall-gate,
44976492,drop,below-recall-gate,
44976625,drop,below-recall-gate,
44976713,drop,below-recall-gate,
44976882,drop,below-recall-gate,
44977524,drop,below-recall-gate,
44978969,drop,off-topic,
44980044,drop,below-recall-gate,
44980188,drop,technical-only,
44980382,drop,below-recall-gate,
44981420,drop,below-recall-gate,
44992743,drop,below-recall-gate,
44983472,drop,off-topic,
45008915,drop,off-topic,
45010742,drop,off-topic,
45012858,drop,off-topic,
45012938,drop,off-topic,
45035409,drop,below-recall-gate,
45026337,drop,below-recall-gate,
45120283,drop,technical-only,
45159382,drop,off-topic,
45192439,drop,off-topic,
45192758,drop,off-topic,
45206793,drop,below-recall-gate,
45218483,drop,off-topic,
45263722,drop,off-topic,
45264175,drop,below-recall-gate,
45338887,drop,below-recall-gate,
45373615,drop,below-recall-gate,
45373822,drop,below-recall-gate,
45390897,drop,below-recall-gate,
45426287,drop,below-recall-gate,
45418719,drop,below-recall-gate,
45426033,drop,below-recall-gate,
45444539,drop,technical-only,
45461258,drop,off-topic,
45529577,drop,below-recall-gate,
45530607,drop,below-recall-gate,
45530628,drop,below-recall-gate,
45530675,drop,below-recall-gate,
45530790,keep,,control-teaches-opposite
45530826,keep,,control-teaches-opposite
45530849,drop,below-recall-gate,
45530853,drop,below-recall-gate,
45530884,drop,below-recall-gate,
45530891,keep,,control-teaches-opposite
45530916,drop,below-recall-gate,
45530952,drop,below-recall-gate,
45530953,drop,below-recall-gate,
45531035,drop,below-recall-gate,
45531080,drop,below-recall-gate,
45531108,drop,below-recall-gate,
45531134,keep,,control-as-liability-transfer
45531149,drop,below-recall-gate,
45531182,drop,below-recall-gate,
45531187,drop,below-recall-gate,
45531217,drop,below-recall-gate,
45531243,drop,below-recall-gate,
45531248,drop,below-recall-gate,
45531278,drop,below-recall-gate,
45531283,drop,below-recall-gate,
45531308,drop,below-recall-gate,
45531329,keep,,control-teaches-opposite
45531438,keep,,org-friction-as-cause
45531623,keep,,control-as-liability-transfer
45531626,drop,below-recall-gate,
45531657,drop,below-recall-gate,
45531667,drop,below-recall-gate,
45531744,drop,below-recall-gate,
45531952,drop,below-recall-gate,
45532038,drop,below-recall-gate,
45532129,drop,below-recall-gate,
45532467,drop,below-recall-gate,
45532469,keep,,control-teaches-opposite
45532515,keep,,control-teaches-opposite
45532552,drop,below-recall-gate,
45532566,drop,below-recall-gate,
45532621,drop,below-recall-gate,
45532669,drop,below-recall-gate,
45532736,keep,,control-teaches-opposite
45532751,drop,below-recall-gate,
45532861,drop,below-recall-gate,
45532875,keep,,control-as-liability-transfer
45532990,keep,,control-as-liability-transfer
45533002,drop,below-recall-gate,
45533011,drop,below-recall-gate,
45533372,drop,below-recall-gate,
45533486,drop,below-recall-gate,
45533709,drop,below-recall-gate,
45533836,keep,,habituation-by-design
45533838,drop,below-recall-gate,
45534002,drop,below-recall-gate,
45534624,keep,,org-friction-as-cause
45534755,keep,,control-teaches-opposite
45534801,drop,below-recall-gate,
45535130,drop,below-recall-gate,
45535480,drop,below-recall-gate,
45538431,drop,below-recall-gate,
45538766,drop,below-recall-gate,
45539888,keep,,control-teaches-opposite
45545018,drop,below-recall-gate,
45620711,keep,,control-teaches-opposite
45565965,drop,off-topic,
45581223,drop,below-recall-gate,
45636127,drop,below-recall-gate,
45643144,keep,,warning-cannot-be-satisfied
45645902,drop,below-recall-gate,
45646113,drop,off-topic,
45646144,drop,below-recall-gate,
45646341,drop,below-recall-gate,
45646547,drop,below-recall-gate,
45647062,drop,off-topic,
45648788,drop,below-recall-gate,
45684298,drop,off-topic,
45722635,drop,below-recall-gate,
45723688,drop,below-recall-gate,
45723975,drop,below-recall-gate,
45724184,drop,below-recall-gate,
45724607,drop,below-recall-gate,
45724967,drop,off-topic,
45725014,drop,below-recall-gate,
45725228,drop,below-recall-gate,
45725243,drop,below-recall-gate,
45725630,drop,below-recall-gate,
45725904,drop,below-recall-gate,
45728367,drop,below-recall-gate,
45728863,drop,below-recall-gate,
45755673,drop,below-recall-gate,
45792040,drop,off-topic,
45792837,drop,below-recall-gate,
45793868,drop,below-recall-gate,
45794114,drop,below-recall-gate,
45794129,drop,below-recall-gate,
45794326,drop,below-recall-gate,
45804343,drop,off-topic,
45824972,drop,below-recall-gate,
45839357,drop,below-recall-gate,
45841428,drop,below-recall-gate,
45883706,drop,below-recall-gate,
45930659,drop,off-topic,
45931364,drop,below-recall-gate,
45932213,drop,off-topic,
45932458,drop,below-recall-gate,
45932611,drop,below-recall-gate,
45932638,drop,below-recall-gate,
45933510,drop,below-recall-gate,
45934800,drop,below-recall-gate,
45934822,drop,below-recall-gate,
45935533,drop,below-recall-gate,
45936029,drop,below-recall-gate,
45938546,drop,below-recall-gate,
45940483,drop,below-recall-gate,
45975839,drop,below-recall-gate,
46095355,drop,below-recall-gate,
46211746,drop,below-recall-gate,
46212016,drop,below-recall-gate,
46219951,drop,off-topic,
46271367,drop,below-recall-gate,
46272582,drop,below-recall-gate,
46273188,drop,below-recall-gate,
46275572,drop,below-recall-gate,
46278182,drop,below-recall-gate,
46284132,drop,below-recall-gate,
46290625,drop,below-recall-gate,
46304620,drop,off-topic,
46361552,drop,off-topic,
46361575,drop,below-recall-gate,
46361589,drop,below-recall-gate,
46363374,drop,below-recall-gate,
46367310,drop,off-topic,
46383076,drop,below-recall-gate,
46384136,drop,below-recall-gate,
46388558,drop,below-recall-gate,
46409307,drop,off-topic,
46434236,drop,technical-only,
46435112,drop,below-recall-gate,
46434650,drop,below-recall-gate,
46468013,drop,below-recall-gate,
46469194,drop,below-recall-gate,
46486930,drop,below-recall-gate,
46492774,drop,off-topic,
46493150,drop,off-topic,
46493151,drop,below-recall-gate,
46493157,drop,below-recall-gate,
46493336,drop,below-recall-gate,
46493492,drop,below-recall-gate,
46493577,drop,below-recall-gate,
46494101,drop,below-recall-gate,
46494317,drop,below-recall-gate,
46494407,drop,below-recall-gate,
46494440,drop,below-recall-gate,
46494507,drop,below-recall-gate,
46494524,drop,below-recall-gate,
46494663,drop,below-recall-gate,
46494870,drop,below-recall-gate,
46495039,drop,below-recall-gate,
46495069,drop,below-recall-gate,
46495102,drop,below-recall-gate,
46495424,drop,below-recall-gate,
46495439,drop,below-recall-gate,
46495548,drop,below-recall-gate,
46496421,drop,below-recall-gate,
46496822,drop,below-recall-gate,
46496870,drop,below-recall-gate,
46498293,drop,off-topic,
46498606,drop,below-recall-gate,
46509089,drop,below-recall-gate,
46514632,drop,technical-only,
46614015,drop,technical-only,
46614026,drop,below-recall-gate,
46620131,drop,below-recall-gate,
46648215,drop,technical-only,
46670181,drop,below-recall-gate,
46671339,drop,below-recall-gate,
46672035,drop,below-recall-gate,
46672183,drop,below-recall-gate,
46672317,drop,below-recall-gate,
46672369,drop,below-recall-gate,
46672600,drop,below-recall-gate,
46672638,drop,below-recall-gate,
46672685,drop,below-recall-gate,
46672738,drop,below-recall-gate,
46672793,drop,below-recall-gate,
46672795,drop,technical-only,
46673555,drop,below-recall-gate,
46674202,drop,off-topic,
46674219,drop,below-recall-gate,
46674422,drop,below-recall-gate,
46674868,drop,below-recall-gate,
46674917,drop,below-recall-gate,
46675037,drop,below-recall-gate,
46675046,drop,below-recall-gate,
46675054,drop,below-recall-gate,
46675406,drop,below-recall-gate,
46675437,drop,below-recall-gate,
46675824,drop,below-recall-gate,
46675897,drop,off-topic,
46677892,drop,below-recall-gate,
46686417,drop,below-recall-gate,
46686684,drop,below-recall-gate,
46686704,drop,below-recall-gate,
46753184,drop,off-topic,
46753200,drop,below-recall-gate,
46673378,drop,below-recall-gate,
46706796,drop,off-topic,
46707437,drop,below-recall-gate,
46707504,drop,below-recall-gate,
46707535,drop,off-topic,
46707592,drop,off-topic,
46707650,drop,technical-only,
46707657,drop,below-recall-gate,
46707762,drop,below-recall-gate,
46707773,drop,below-recall-gate,
46707810,drop,below-recall-gate,
46707841,drop,below-recall-gate,
46707969,drop,below-recall-gate,
46708052,drop,below-recall-gate,
46708157,drop,below-recall-gate,
46708170,drop,off-topic,
46708238,drop,below-recall-gate,
46708242,drop,below-recall-gate,
46708336,drop,below-recall-gate,
46708456,drop,below-recall-gate,
46708546,drop,below-recall-gate,
46708634,drop,below-recall-gate,
46708648,drop,below-recall-gate,
46708667,drop,below-recall-gate,
46708887,drop,below-recall-gate,
46708983,drop,technical-only,
46709003,drop,below-recall-gate,
46709025,drop,below-recall-gate,
46709088,drop,below-recall-gate,
46709161,drop,below-recall-gate,
46709304,drop,below-recall-gate,
46709403,drop,below-recall-gate,
46709440,drop,below-recall-gate,
46710345,drop,below-recall-gate,
46710484,drop,below-recall-gate,
46710633,drop,below-recall-gate,
46710904,drop,below-recall-gate,
46711014,drop,below-recall-gate,
46711072,drop,off-topic,
46711196,drop,below-recall-gate,
46711336,drop,off-topic,
46711494,drop,below-recall-gate,
46711713,drop,below-recall-gate,
46711797,drop,below-recall-gate,
46717453,drop,below-recall-gate,
46822280,drop,technical-only,
46822304,drop,below-recall-gate,
46717480,drop,off-topic,
46774527,drop,below-recall-gate,
46776065,drop,below-recall-gate,
46779485,drop,technical-only,
46781197,drop,below-recall-gate,
46784059,drop,below-recall-gate,
46779540,drop,off-topic,
46791944,drop,below-recall-gate,
46796514,drop,off-topic,
46824361,drop,off-topic,
46824506,drop,below-recall-gate,
46825071,drop,below-recall-gate,
46885212,drop,off-topic,
46886176,drop,off-topic,
46893051,drop,below-recall-gate,
46896630,drop,off-topic,
46887332,drop,off-topic,
46888000,drop,below-recall-gate,
46895010,drop,off-topic,
46930917,drop,below-recall-gate,
47077762,drop,below-recall-gate,
46966879,drop,off-topic,
46968970,drop,below-recall-gate,
46973084,drop,below-recall-gate,
46973537,drop,off-topic,
46973691,drop,technical-only,
46987895,drop,below-recall-gate,
46988290,drop,off-topic,
47152030,drop,technical-only,
46992058,drop,off-topic,
46996368,drop,off-topic,
47006768,drop,off-topic,
47012263,drop,technical-only,
47022738,drop,below-recall-gate,
47032334,drop,below-recall-gate,
47089618,drop,below-recall-gate,
47035530,drop,below-recall-gate,
47046308,drop,below-recall-gate,
